packet_length,protocol_encoding,source_ip_event_rate,destination_port_class,threat_score,malicious_flag_ratio,attack_type_frequency,time_of_day_deviation,burst_rate,packet_size_variance,honeypot_interaction_count,session_duration_estimate,unique_destination_count,rolling_average_deviation,z_score_anomaly,label
299,1,3.0,2,0.1986,0.0,11,1,3.0,128597.47272727273,3,569540.0,8,-108.45454545454544,-0.30243464637384365,0
335,1,12.0,1,0.0411,0.0,13,0,12.0,18470.23076923077,4,571339.0,7,71.30769230769232,0.5246868998209371,0
161,1,10.0,2,0.8193,1.0,11,0,10.0,2179751.7352941176,4,243118.0,8,-1004.8823529411766,-0.6806309653585062,1
490,2,1.0,1,0.1308,0.0,11,0,1.0,139022.0909090909,4,487074.0,4,-15.090909090909065,-0.04047375466542603,0
117,2,5.0,2,0.139,0.0,9,0,5.0,43913.444444444445,4,484809.0,7,-279.77777777777777,-1.3351020560212872,0
244,1,6.0,1,0.2772,0.0,6,0,6.0,325409.86666666664,4,241676.0,4,-292.33333333333337,-0.512463549319839,0
1647,1,5.0,2,0.8264,1.0,11,0,5.0,300999.27489177487,4,446997.0,7,684.3181818181819,1.2473127288146455,1
636,1,9.0,1,0.5526,0.0,12,0,9.0,22663.060606060608,4,583418.0,7,320.8333333333333,2.131180350783612,0
395,2,3.0,1,0.2149,0.0,8,1,3.0,126180.125,4,438659.0,5,-54.875,-0.15448241731746049,0
109,1,4.0,2,0.0501,0.0,13,0,4.0,170167.3076923077,4,544587.0,8,-329.84615384615387,-0.7996010588040152,0
534,1,17.0,1,0.2271,1.0,11,0,17.0,297160.6764112903,4,555603.0,10,-78.96875,-0.14486370702141294,1
337,1,12.0,2,0.0532,0.0,12,0,12.0,96613.54545454546,4,562681.0,8,-55.5,-0.17855580465852341,0
463,2,7.0,2,0.0004,0.0,9,0,7.0,110426.75,4,438659.0,6,11.666666666666686,0.0351082873592336,0
464,1,13.0,1,0.0543,0.0,14,0,13.0,76439.56593406593,4,582526.0,6,113.78571428571428,0.4115557123323865,0
413,1,9.0,2,0.2306,0.0,11,0,9.0,87585.65454545454,4,485327.0,7,33.363636363636374,0.11273451198150908,0
205,1,6.0,2,0.0521,0.0,12,1,6.0,227477.53787878787,4,524047.0,7,-264.9166666666667,-0.5554436707540166,0
163,1,5.0,2,0.2913,0.0,9,1,5.0,144342.52777777778,4,597638.0,6,-289.55555555555554,-0.7621399877430547,0
974,2,2.0,2,0.5706,0.0,13,1,2.0,47600.166666666664,4,573409.0,6,666.0,3.052600650919807,0
1652,1,5.0,2,0.5868,1.0,11,0,5.0,320589.1306818182,4,555603.0,10,1007.5454545454545,1.7794682811281202,1
59,1,10.0,2,0.3488,1.0,5,0,10.0,6396.933333333333,3,256830.0,7,-75.6,-0.945226487647249,1
386,1,2.0,1,0.2182,0.0,15,0,2.0,73656.55238095239,4,540347.0,8,-8.53333333333336,-0.03144220660057452,0
696,1,8.0,1,0.2505,0.0,11,0,8.0,26872.254545454547,4,515292.0,7,387.6363636363636,2.3646804373011747,0
420,1,6.0,2,0.1119,0.0,9,1,6.0,19396.86111111111,4,486989.0,5,106.88888888888891,0.7674795894286789,0
455,1,7.0,1,0.121,0.0,10,0,7.0,19254.9,4,486989.0,5,127.69999999999999,0.920280592721455,0
442,1,4.0,2,0.0937,0.0,5,0,4.0,16230.2,4,435366.0,4,99.19999999999999,0.7786633544960243,0
402,1,4.0,1,0.163,0.0,17,0,4.0,91866.13970588235,4,511704.0,8,53.470588235294144,0.17641569833798734,0
302,1,6.0,1,0.3735,1.0,12,0,3.0,2092991.7516339868,4,243118.0,8,-815.8888888888889,-0.563958647543806,1
123,1,7.0,2,0.1601,0.0,10,1,7.0,24259.433333333334,4,536266.0,8,-99.9,-0.6413943975863953,0
107,1,14.0,1,0.0045,0.0,17,0,14.0,99993.61764705883,4,526838.0,10,-342.3529411764706,-1.08264960758611,0
83,1,1.0,1,0.0164,0.0,7,0,1.0,300533.61904761905,4,522906.0,5,-388.57142857142856,-0.7088010192983746,0
235,1,15.0,2,0.0908,0.0,15,0,15.0,99847.66666666667,4,539054.0,8,-112.66666666666669,-0.3565549625795242,0
74,1,6.0,3,0.431,1.0,10,0,6.0,14916.529411764706,4,273387.0,7,-94.8235294117647,-0.7763940915597324,1
50,2,13.0,1,0.1947,0.0,14,0,13.0,79902.87912087912,4,564539.0,7,-354.57142857142856,-1.2543609430023683,0
46,1,8.0,1,0.1929,0.0,11,0,8.0,70176.41818181818,4,582330.0,8,-262.27272727272725,-0.9900509238166945,0
3085,1,11.0,1,0.6033,1.0,7,1,10.0,1442266.5151515151,4,234390.0,6,2265.8333333333335,1.886710216686935,1
190,2,7.0,1,0.2342,0.0,8,0,7.0,23329.14285714286,4,299588.0,5,-64.5,-0.4222895391863114,0
76,1,8.0,2,0.1117,0.0,9,0,8.0,153719.61111111112,4,335715.0,5,-370.1111111111111,-0.9439901978215101,0
153,1,5.0,1,0.1971,0.0,12,1,5.0,26440.810606060608,4,515292.0,8,-142.41666666666669,-0.8758372941386027,0
1205,1,6.0,1,0.5792,1.0,11,0,6.0,314339.05454545456,4,541.0,9,198.63636363636363,0.35429056331031233,1
505,1,16.0,1,0.2971,1.0,9,0,16.0,1995142.5333333334,4,518231.0,9,-685.3333333333333,-0.48519340826422874,1
157,1,12.0,2,0.2489,1.0,13,1,12.0,2025309.5614035088,4,243118.0,8,-910.3157894736842,-0.6396558397737033,1
391,1,10.0,2,0.1823,0.0,12,0,10.0,24891.969696969696,4,507375.0,7,16.833333333333314,0.1066941214329986,0
41,1,9.0,3,0.3386,1.0,8,0,7.0,185477.3625730994,4,539172.0,9,-235.84210526315792,-0.547615695382433,1
1472,1,4.0,1,0.4531,1.0,4,1,4.0,452060.5714285714,3,344844.0,6,850.5,1.2649577003035308,1
55,1,9.0,2,0.5326,1.0,9,0,9.0,103.5,4,520.0,5,-7.333333333333336,-0.7208273412017195,1
537,1,12.0,2,0.4268,0.0,13,0,12.0,123386.41025641025,4,590866.0,6,115.0769230769231,0.3276080589518417,0
1602,1,11.0,1,0.6414,1.0,20,1,10.0,345720.8296370968,4,388305.0,9,712.40625,1.2116158545765219,1
83,2,3.0,2,0.1951,0.0,7,1,3.0,113071.47619047618,4,465737.0,6,-248.85714285714283,-0.7400713290379197,0
175,1,7.0,2,0.278,0.0,13,0,7.0,25352.80769230769,4,515292.0,8,-111.15384615384613,-0.6980900752534741,0
1548,1,8.0,2,0.5961,1.0,17,0,7.0,411974.8774703557,4,239988.0,8,687.8260869565217,1.0716260851776591,1
254,1,6.0,1,0.1201,0.0,10,0,6.0,102051.15555555555,4,438659.0,6,-177.60000000000002,-0.5559477770891494,0
357,1,5.0,1,0.257,0.0,7,0,5.0,21600.47619047619,3,494646.0,7,104.14285714285714,0.7085945791328037,0
1177,1,6.0,1,0.3022,1.0,7,0,5.0,118794.44444444444,4,105216.0,7,-178.77777777777783,-0.5186990698888279,1
391,1,8.0,2,0.0686,0.0,10,0,8.0,13823.566666666668,4,554767.0,6,154.3,1.3123687195987843,0
302,1,6.0,1,0.1858,0.0,11,0,6.0,136447.69090909092,3,548848.0,8,-216.09090909090912,-0.5849966799140488,0
188,2,6.0,2,0.0536,0.0,11,0,6.0,15876.472727272727,4,513254.0,6,-89.54545454545456,-0.710667630259029,0
280,1,22.0,1,0.8349,1.0,11,0,22.0,307580.7272727273,4,446997.0,7,-653.0,-1.1774259995386598,1
46,1,7.0,2,0.3928,1.0,9,0,7.0,178379.8,4,539172.0,9,-219.3,-0.519237195266442,1
244,2,14.0,1,0.232,0.0,15,0,14.0,16177.780952380952,4,538628.0,8,-54.06666666666666,-0.4250794595835716,0
212,1,6.0,2,0.0862,0.0,9,0,6.0,15830.444444444445,3,359379.0,7,-34.22222222222223,-0.27199545873677206,0
368,1,6.0,2,0.0684,0.0,15,1,6.0,24970.638095238097,4,576880.0,9,33.26666666666665,0.21052053565508835,0
249,1,10.0,1,0.2345,0.0,11,1,10.0,12782.054545454546,4,555188.0,9,17.363636363636374,0.153582010612662,0
182,2,4.0,1,0.1621,0.0,7,0,4.0,173030.95238095237,3,526416.0,5,-210.42857142857144,-0.5058745228117691,0
3574,1,10.0,1,0.4733,1.0,7,1,9.0,1514048.6397058824,4,147731.0,8,2445.470588235294,1.9874331534017131,1
170,1,4.0,2,0.454,1.0,5,0,4.0,4565.7,3,460.0,5,-46.80000000000001,-0.6926154375216581,1
1916,1,6.0,1,0.3411,1.0,10,0,6.0,355603.1666666667,4,572.0,6,547.5,0.9181239440513684,1
1259,1,14.0,2,0.6797,1.0,9,0,14.0,1425357.1285714286,4,386327.0,10,19.85714285714289,0.01663239973975902,1
364,1,1.0,1,0.5395,1.0,6,1,1.0,1686366.4107142857,4,96691.0,5,-521.875,-0.40187456593610205,1
286,1,10.0,2,0.6466,1.0,7,0,10.0,10231.71978021978,4,306612.0,9,78.21428571428572,0.7732354645172558,1
59,1,5.0,2,0.67,1.0,5,1,5.0,430709.25,3,344844.0,6,-500.0,-0.7618647935566395,1
1803,1,4.0,1,0.3373,1.0,11,0,4.0,350351.5900178253,4,555603.0,10,1124.4705882352941,1.8997482541211173,1
402,1,2.0,2,0.2264,0.0,14,1,2.0,24361.186813186814,4,515292.0,8,107.57142857142856,0.6892038821903369,0
1203,1,14.0,2,0.6932,1.0,12,1,13.0,297245.152173913,4,446997.0,8,258.75,0.47459479215230993,1
418,1,7.0,2,0.01,0.0,10,0,7.0,80110.4,4,521215.0,6,7.199999999999989,0.025438297748681105,0
584,1,13.0,1,0.3259,0.0,13,0,13.0,122568.06410256411,4,564713.0,7,235.30769230769232,0.6721209945138984,0
57,2,3.0,2,0.2172,0.0,10,1,3.0,158079.6,4,547134.0,6,-311.6,-0.7837174826711889,0
1566,1,4.0,2,0.347,1.0,11,0,4.0,323588.87272727274,4,572.0,6,179.5454545454545,0.31562952756097507,1
127,1,9.0,2,0.2705,0.0,10,1,9.0,15967.122222222222,4,546757.0,9,-197.3,-1.5613985093805103,0
312,1,12.0,1,0.249,0.0,16,0,12.0,22776.595833333333,4,566452.0,6,8.0625,0.05342263681351527,0
210,1,4.0,1,0.7215,1.0,4,0,4.0,4623.142857142857,4,152809.0,5,-101.85714285714283,-1.4980380104522115,1
361,1,4.0,1,0.4081,0.0,14,0,4.0,114160.26373626373,4,590866.0,6,-56.571428571428555,-0.16743246233109213,0
244,1,2.0,2,0.1258,0.0,16,0,2.0,23820.4625,4,576880.0,9,-85.0625,-0.5511414161236969,0
659,1,10.0,2,0.5035,1.0,12,0,10.0,288114.64,4,446997.0,8,-273.84000000000003,-0.5101691847287395,1
214,1,1.0,2,0.0335,0.0,7,0,1.0,10213.57142857143,4,562717.0,4,-139.71428571428572,-1.3824581703432273,0
371,1,6.0,2,0.2026,1.0,7,1,4.0,6640.0,4,439.0,6,139.0,1.7058104105165106,1
79,1,8.0,1,0.081,0.0,9,0,8.0,18212.194444444445,4,467183.0,7,-186.77777777777777,-1.3840254136807963,0
339,1,7.0,1,0.0676,0.0,14,0,7.0,70113.05494505494,4,572155.0,7,-35.85714285714283,-0.13541795037633125,0
95,1,13.0,2,0.2096,0.0,14,0,13.0,25122.747252747253,4,566163.0,8,-208.14285714285717,-1.313191149869338,0
144,2,2.0,1,0.1351,0.0,7,0,2.0,131155.57142857142,3,446163.0,3,-248.28571428571428,-0.6855803479683796,0
243,2,13.0,2,0.1501,0.0,13,0,13.0,24141.076923076922,4,577182.0,7,-121.0769230769231,-0.7792612051048036,0
454,2,9.0,2,0.2739,0.0,15,1,9.0,106094.42857142857,4,590866.0,7,34.0,0.10438368586122451,0
193,1,8.0,2,0.714,1.0,4,1,8.0,481764.7111111111,3,328122.0,7,-577.4,-0.8318773257164559,1
329,1,10.0,2,0.1165,0.0,14,0,10.0,157939.38461538462,4,544587.0,8,-102.0,-0.25665808585933575,0
1374,1,10.0,1,0.4197,1.0,10,0,10.0,1681939.4822134387,4,405568.0,8,1.869565217391255,0.0014415690077643406,1
416,1,11.0,2,0.0568,0.0,13,0,11.0,129448.7435897436,3,583314.0,9,-27.923076923076906,-0.07760940482917134,0
4422,1,12.0,1,0.727,1.0,8,0,12.0,2277661.6025641025,4,402176.0,8,1832.5384615384614,1.2142510794667851,1
1861,1,9.0,1,0.2183,1.0,11,0,9.0,1452857.3333333333,4,98689.0,9,289.0,0.23976531531014722,1
4233,1,15.0,2,0.4204,1.0,9,1,14.0,1120279.8958333333,4,160734.0,7,2657.8125,2.5110830032978058,1
470,2,7.0,1,0.1879,0.0,17,1,7.0,23500.117647058825,4,576880.0,9,132.6470588235294,0.8652918368512927,0
408,1,1.0,2,0.2428,0.0,6,0,1.0,13692.666666666666,4,501741.0,5,54.333333333333314,0.46432528263408285,0
48,1,2.0,3,0.8057,1.0,7,1,2.0,166.14285714285714,3,469.0,5,-17.14285714285714,-1.3299716044857812,1
1376,1,10.0,1,0.8374,1.0,10,1,9.0,1901702.6601731603,4,518231.0,9,177.22727272727275,0.12851660589193234,1
79,1,8.0,3,0.6209,1.0,7,0,8.0,10606.6,4,306612.0,9,-120.19999999999999,-1.1671223136953883,1
465,1,7.0,1,0.0565,0.0,10,1,7.0,26482.044444444444,4,426611.0,7,144.60000000000002,0.8885718239283422,0
335,1,7.0,1,0.1888,0.0,8,1,7.0,8798.267857142857,4,562717.0,4,-16.375,-0.17457526857218508,0
161,1,11.0,1,0.5582,1.0,11,0,11.0,14042.486928104576,4,273387.0,7,-7.388888888888886,-0.0623529667097069,1
74,1,2.0,2,0.0695,0.0,8,0,2.0,189053.42857142858,3,501836.0,7,-328.0,-0.7543650596972729,0
381,2,1.0,2,0.1073,0.0,8,0,1.0,9340.857142857143,3,546018.0,7,135.5,1.401993274074439,0
3028,1,13.0,1,0.5156,1.0,9,0,13.0,1502937.974025974,4,386327.0,10,1707.5454545454545,1.392841648487617,1
321,1,3.0,1,0.411,1.0,7,1,3.0,205754.52747252746,4,36182.0,7,-199.28571428571433,-0.4393407301328422,1
332,1,10.0,1,0.125,0.0,10,0,10.0,137941.7888888889,4,508814.0,5,-102.69999999999999,-0.2765174331011563,0
918,1,8.0,1,0.7117,1.0,11,0,8.0,379374.18131868134,4,121602.0,8,0.21428571428566556,0.00034790392901313724,1
57,1,6.0,2,0.5666,1.0,10,1,5.0,1871941.8458498025,4,518231.0,9,-1092.1304347826087,-0.7982305286750265,1
218,1,15.0,1,0.0579,0.0,15,0,15.0,64987.409523809525,4,476036.0,9,-145.13333333333333,-0.5693149089760797,0
347,1,5.0,2,0.1844,0.0,10,1,5.0,9562.666666666666,3,479935.0,6,54.0,0.5522099797036703,0
317,1,3.0,2,0.0251,0.0,3,0,3.0,12099.0,3,377655.0,3,62.0,0.5636596558389331,0
587,1,7.0,2,0.3389,0.0,14,1,7.0,36270.98901098901,4,547630.0,9,270.7142857142857,1.4214496320172192,0
1679,1,4.0,2,0.5515,1.0,8,0,2.0,216724.4107142857,4,443.0,6,473.875,1.0179111745857106,1
3448,1,10.0,1,0.3232,1.0,9,0,10.0,2155106.0274725277,4,402176.0,9,797.2142857142858,0.5430511674501769,1
355,1,1.0,2,0.7801,1.0,14,0,1.0,8594.862637362638,4,466730.0,8,80.35714285714283,0.8667722856782721,1
1893,1,11.0,2,0.4678,1.0,9,0,11.0,1056203.8602941176,4,160734.0,7,299.1176470588234,0.2910503733073791,1
56,1,1.0,1,0.8222,1.0,10,1,1.0,1840341.9927536233,4,518322.0,9,-1047.5833333333333,-0.7722169185531289,1
227,1,11.0,2,0.1343,0.0,11,0,11.0,24200.763636363637,4,446352.0,8,-26.181818181818187,-0.16830044627979523,0
461,2,6.0,2,0.0005,0.0,11,0,6.0,33306.96363636364,4,427310.0,6,89.81818181818181,0.492149148432937,0
489,1,6.0,2,0.2627,0.0,15,0,6.0,147791.82857142857,4,453932.0,7,25.600000000000023,0.06659087998566787,0
349,1,2.0,2,0.0492,0.0,15,1,2.0,23468.457142857143,4,566163.0,8,42.80000000000001,0.27938397969478407,0
378,2,14.0,2,0.1503,0.0,16,0,14.0,99131.71666666666,4,590866.0,8,-39.375,-0.12505879891534272,0
68,1,2.0,2,0.1824,0.0,13,0,2.0,88455.35897435897,4,525695.0,9,-309.7692307692308,-1.0415405974075336,0
140,1,1.0,2,0.0377,0.0,9,1,1.0,178962.0,4,499859.0,5,-285.6666666666667,-0.675272641746701,0
292,1,2.0,2,0.2205,0.0,8,0,2.0,261630.98214285713,4,522906.0,6,-157.125,-0.30718549503701453,0
132,2,8.0,2,0.1036,0.0,9,0,8.0,77854.61111111111,4,542594.0,7,-273.8888888888889,-0.9815947893029188,0
390,1,12.0,2,0.308,1.0,8,0,11.0,12174.783333333333,4,306612.0,9,178.875,1.6211344176639717,1
428,2,8.0,1,0.2209,0.0,10,0,8.0,72066.17777777778,4,426678.0,7,72.19999999999999,0.26894994092101443,0
446,1,12.0,2,0.1466,0.0,18,0,12.0,20127.7908496732,4,580211.0,9,140.44444444444446,0.9899346116773468,0
119,1,6.0,2,0.2906,0.0,13,0,6.0,17447.602564102563,4,479900.0,8,-200.53846153846155,-1.5182028378430854,0
871,1,24.0,1,0.2336,1.0,18,0,24.0,394067.8097826087,4,239990.0,8,10.375,0.01652732720777367,1
218,1,15.0,1,0.4685,1.0,10,0,14.0,1664312.3894927537,4,405568.0,8,-1106.0416666666667,-0.8573419311915775,1
50,1,3.0,2,0.5449,1.0,6,0,3.0,14841.854545454546,4,308660.0,8,-103.63636363636363,-0.8506836398765973,1
41,2,3.0,1,0.2214,0.0,13,1,3.0,15913.807692307691,4,519423.0,6,-206.84615384615384,-1.6396848995689042,0
255,2,5.0,2,0.1096,0.0,10,0,5.0,34812.933333333334,4,503728.0,7,-71.39999999999998,-0.38267307179574744,0
238,2,3.0,2,0.2415,0.0,10,1,3.0,162599.2111111111,4,499859.0,6,-168.89999999999998,-0.4188614892179435,0
117,1,11.0,2,0.21,0.0,12,0,11.0,34761.356060606064,4,454867.0,7,-177.58333333333331,-0.9524755771963828,0
386,1,7.0,1,0.4223,0.0,16,0,7.0,93282.99583333333,4,539054.0,8,35.9375,0.11766481583832035,0
1327,1,6.0,2,0.1747,0.0,9,1,6.0,118773.94444444444,4,417891.0,6,871.2222222222222,2.5279492714142098,0
132,1,2.0,1,0.0369,0.0,8,1,2.0,101911.26785714286,4,465737.0,6,-174.875,-0.5477931852961612,0
3774,1,12.0,2,0.478,1.0,9,0,12.0,1696356.7549407114,4,386327.0,10,2346.869565217391,1.8018986367628729,1
677,1,7.0,1,0.2293,0.0,8,0,7.0,37907.55357142857,4,559445.0,8,385.125,1.9780571388603203,0
1328,1,14.0,2,0.6616,1.0,14,0,13.0,279697.37426900584,4,260183.0,9,360.52631578947364,0.6816991867083141,1
1363,2,12.0,2,0.2606,0.0,14,1,12.0,123440.4010989011,4,573409.0,6,979.6428571428571,2.7882975308010085,0
112,1,7.0,1,0.2351,0.0,12,0,7.0,103625.53787878787,4,463167.0,7,-290.5833333333333,-0.902687237753546,0
439,1,5.0,2,0.0721,0.0,11,0,5.0,132246.2,4,553362.0,8,-20.0,-0.05499692335192644,0
108,1,6.0,2,0.2658,0.0,14,1,6.0,18780.879120879123,4,571339.0,8,-144.57142857142858,-1.0549321153147964,0
1852,1,22.0,2,0.2317,1.0,10,0,21.0,1606115.64,4,405568.0,8,506.8399999999999,0.3999286127172972,1
469,1,8.0,2,0.1431,0.0,11,0,8.0,17346.963636363635,4,554767.0,6,211.1818181818182,1.6034107485728126,0
681,1,10.0,1,0.6181,1.0,11,1,10.0,440163.0955882353,4,215982.0,8,-127.70588235294122,-0.19248818982786117,1
823,1,20.0,2,0.7743,1.0,10,1,20.0,1766810.1566666667,4,518322.0,9,-269.3599999999999,-0.20264605790922618,1
99,2,6.0,2,0.2041,0.0,10,0,6.0,47901.333333333336,4,484809.0,7,-268.0,-1.2245062127742563,0
466,1,14.0,1,0.2691,0.0,16,0,14.0,23499.895833333332,4,566163.0,8,149.8125,0.9772711603834436,0
467,2,1.0,2,0.1426,0.0,12,0,1.0,17424.242424242424,4,518593.0,6,173.66666666666669,1.3156474132312308,0
361,1,2.0,2,0.1172,0.0,8,0,2.0,76288.69642857143,3,515399.0,5,2.875,0.010408969884271889,0
326,2,7.0,2,0.1815,0.0,11,1,7.0,18049.418181818182,3,441332.0,3,26.727272727272748,0.19894042514012172,0
1702,1,4.0,2,0.7595,1.0,11,0,4.0,369975.4756302521,4,555603.0,10,994.2285714285714,1.6345558747087143,1
343,1,2.0,1,0.3249,1.0,9,0,2.0,169748.3,4,539172.0,9,74.0,0.17960937554369008,1
1046,1,13.0,1,0.2854,1.0,11,0,13.0,305028.0934065934,4,202968.0,6,741.6428571428571,1.3428419445246547,1
480,1,9.0,1,0.0844,0.0,14,0,9.0,198879.5164835165,4,510825.0,8,-57.14285714285711,-0.12813474932142385,0
464,1,11.0,2,0.2467,0.0,11,1,11.0,91941.47272727273,4,445081.0,6,29.45454545454544,0.09713966401921743,0
418,1,1.0,2,0.1861,0.0,7,0,1.0,12001.809523809523,4,515777.0,5,55.14285714285717,0.503345163176984,0
400,2,10.0,1,0.1788,0.0,10,0,10.0,144708.4,4,512750.0,7,23.80000000000001,0.06256480369042447,0
613,2,11.0,2,0.4998,0.0,11,0,11.0,31617.0,4,505122.0,7,266.0,1.4959645668045014,0
384,2,9.0,2,0.2163,0.0,11,0,9.0,230547.27272727274,3,412300.0,5,-126.45454545454544,-0.2633628117901504,0
770,2,11.0,1,0.4958,0.0,11,0,11.0,32429.363636363636,4,563166.0,9,405.1818181818182,2.249990765387487,0
80,1,3.0,2,0.2906,0.0,11,0,3.0,138213.41818181818,4,512750.0,8,-269.27272727272725,-0.7242979652739815,0
414,1,3.0,2,0.1616,0.0,11,0,3.0,18578.854545454546,3,458834.0,5,110.36363636363637,0.8096858213147248,0
1112,2,7.0,2,0.5116,0.0,13,0,7.0,99431.08974358975,4,387334.0,9,759.3846153846154,2.408245152480169,0
381,1,3.0,2,0.3644,1.0,12,0,2.0,10493.295454545454,4,512.0,7,117.75,1.149489385157756,1
249,1,17.0,2,0.7315,1.0,11,0,15.0,226701.75163398692,3,433906.0,8,-279.8888888888889,-0.5878387622504065,1
967,1,9.0,2,0.6701,1.0,19,0,9.0,378100.94333333336,4,239990.0,9,102.12,0.1660760189398074,1
427,1,2.0,2,0.2613,0.0,12,1,2.0,25707.333333333332,3,499605.0,5,129.33333333333331,0.806644090407066,0
4494,1,2.0,1,0.5042,1.0,9,0,1.0,2254094.1666666665,4,174994.0,8,2892.0,1.9262482673034003,1
319,1,8.0,2,0.1763,0.0,11,0,8.0,125364.56363636363,4,508814.0,6,-105.18181818181819,-0.29706622479980194,0
358,2,8.0,1,0.2296,0.0,13,0,8.0,209484.5641025641,4,524047.0,7,-103.30769230769232,-0.2257130382205843,0
131,1,3.0,2,0.2898,0.0,4,0,3.0,11910.0,3,377655.0,4,-93.0,-0.8521716221229367,0
1696,1,2.0,1,0.5185,1.0,10,1,2.0,994653.5555555555,4,160734.0,7,96.44444444444434,0.09670330030911174,1
505,1,15.0,1,0.5537,1.0,11,0,15.0,285924.20952380955,4,203143.0,7,187.26666666666665,0.35021521954065676,1
493,2,5.0,2,0.0437,0.0,9,0,5.0,34291.0,3,529794.0,6,149.0,0.8046299488840565,0
277,1,9.0,1,0.249,0.0,9,1,9.0,18748.027777777777,3,538165.0,6,31.444444444444457,0.22964983193687333,0
268,1,5.0,2,0.5304,1.0,8,0,3.0,2690.785714285714,2,394.0,7,-17.75,-0.3421832924670615,1
55,1,10.0,3,0.8405,1.0,6,1,9.0,408254.26666666666,3,344844.0,6,-453.6,-0.7099171694266715,1
113,1,12.0,2,0.1608,0.0,16,0,12.0,145612.8,4,453932.0,7,-328.5,-0.8608660827221206,0
343,1,7.0,1,0.2673,0.0,11,0,7.0,21418.890909090907,4,577846.0,9,100.0909090909091,0.6839055755963542,0
175,1,1.0,2,0.541,1.0,10,0,1.0,1594535.4153846153,4,405795.0,8,-1125.1538461538462,-0.891035124679732,1
1895,1,20.0,2,0.7402,1.0,11,0,20.0,1720915.8646153847,4,518322.0,9,771.7692307692307,0.5883119104456407,1
327,1,4.0,2,0.1942,0.0,19,0,4.0,19033.783625730994,4,580211.0,9,20.31578947368422,0.1472553694739548,0
1270,1,4.0,1,0.3074,1.0,9,0,4.0,2128274.495238095,4,402176.0,9,-1288.7333333333331,-0.8833834152174724,1
374,1,6.0,1,0.3974,1.0,6,0,6.0,7771.2,3,561.0,6,131.0,1.4860288897700518,1
174,1,13.0,2,0.0679,0.0,15,0,13.0,117545.25714285714,4,573409.0,6,-195.39999999999998,-0.5699306380542509,0
4567,1,18.0,1,0.8217,1.0,13,0,18.0,2531103.8,4,243118.0,9,3324.7,2.0897651649240423,1
1477,1,7.0,2,0.29,1.0,9,1,6.0,781357.4102564103,4,126742.0,8,-78.9230769230769,-0.08928513113715945,1
472,2,10.0,1,0.0478,0.0,11,0,10.0,89761.01818181819,4,441034.0,6,-10.272727272727252,-0.034287977854369496,0
170,2,2.0,2,0.2597,0.0,10,1,2.0,60098.044444444444,4,417438.0,6,-124.39999999999998,-0.5074464400357946,0
938,1,1.0,2,0.5571,1.0,9,0,1.0,197562.27777777778,4,540.0,7,-237.44444444444434,-0.5342075238435536,1
190,1,1.0,2,0.1812,0.0,11,0,1.0,76531.41818181818,4,522063.0,6,-200.72727272727275,-0.7255820049331966,0
209,1,4.0,2,0.3571,1.0,8,0,4.0,11414.125,4,306612.0,9,-2.0,-0.01872012237758401,1
320,1,18.0,2,0.2184,1.0,11,0,18.0,1568788.6695156696,4,405795.0,8,-943.851851851852,-0.7535665463492649,1
186,1,10.0,2,0.4687,1.0,8,0,10.0,1352916.1025641025,4,234390.0,7,-584.4615384615385,-0.5024819942129207,1
326,1,11.0,2,0.2717,0.0,12,0,11.0,114771.09090909091,4,508814.0,7,-90.0,-0.26566005278800064,0
149,1,3.0,2,0.2159,1.0,8,0,3.0,1276432.379120879,4,234390.0,8,-577.0714285714286,-0.5107762158611291,1
1378,1,14.0,1,0.6367,1.0,15,0,13.0,273403.05263157893,4,260183.0,9,390.0,0.7458696356402246,1
264,1,10.0,1,0.2703,0.0,13,0,10.0,31936.52564102564,4,454867.0,8,-28.230769230769226,-0.15797154952049122,0
397,2,7.0,2,0.1113,0.0,14,0,7.0,81677.51648351649,4,525695.0,9,17.857142857142833,0.062482832796853786,0
44,1,10.0,1,0.2169,0.0,16,1,10.0,62531.4625,4,568542.0,9,-313.4375,-1.2534345502180702,0
202,1,2.0,2,0.1576,0.0,17,1,2.0,60044.470588235294,4,568542.0,9,-146.29411764705884,-0.597022025985284,0
56,1,1.0,3,0.7281,1.0,8,1,1.0,2534908.011111111,3,177230.0,7,-738.3,-0.4637156641620427,1
487,1,3.0,1,0.2363,0.0,8,0,3.0,195092.125,4,539847.0,7,-26.125,-0.05914750498155034,0
256,1,14.0,1,0.8195,1.0,8,0,14.0,195714.2380952381,4,36182.0,7,-246.66666666666669,-0.5575698147763561,1
1154,1,9.0,1,0.3416,0.0,12,0,9.0,154824.08333333334,4,486160.0,7,685.9166666666667,1.7432195866591482,0
99,1,9.0,1,0.2494,0.0,12,0,9.0,92965.7196969697,4,445081.0,7,-307.5833333333333,-1.0087914234065245,0
200,2,6.0,2,0.1762,0.0,17,0,6.0,139942.7205882353,4,453932.0,7,-227.29411764705884,-0.6075933893046711,0
398,2,11.0,2,0.26,0.0,15,0,11.0,194981.78095238094,4,570272.0,9,-89.06666666666666,-0.20170570535329566,0
72,1,5.0,2,0.1959,0.0,12,0,5.0,24736.265151515152,4,446352.0,8,-166.08333333333334,-1.0559880143074039,0
1230,1,2.0,2,0.2871,0.0,11,0,2.0,134334.6181818182,4,426678.0,8,794.7272727272727,2.168323838019904,0
